ohe__gender_F,ohe__gender_M,ohe__property_status_Own,ohe__property_status_Rent,ohe__claim_day_of_week_Friday,ohe__claim_day_of_week_Monday,ohe__claim_day_of_week_Saturday,ohe__claim_day_of_week_Sunday,ohe__claim_day_of_week_Thursday,ohe__claim_day_of_week_Tuesday,ohe__claim_day_of_week_Wednesday,ohe__accident_site_Highway,ohe__accident_site_Local,ohe__accident_site_Parking Lot,ohe__channel_Broker,ohe__channel_Online,ohe__channel_Phone,ohe__vehicle_color_black,ohe__vehicle_color_blue,ohe__vehicle_color_gray,ohe__vehicle_color_other,ohe__vehicle_color_red,ohe__vehicle_color_silver,ohe__vehicle_color_white,"ohe__income_group_(-1.601, 56899.2]","ohe__income_group_(56899.2, 60899.2]","ohe__income_group_(60899.2, 64699.2]","ohe__income_group_(64699.2, 257313.6]",ord__vehicle_category,remainder__age_of_driver,remainder__marital_status,remainder__safety_rating,remainder__annual_income,remainder__high_education,remainder__address_change,remainder__past_num_of_claims,remainder__witness_present,remainder__liab_prct,remainder__police_report,remainder__age_of_vehicle,remainder__vehicle_price,remainder__total_claim,remainder__injury_claim,remainder__policy_deductible,remainder__annual_premium,remainder__days_open,remainder__form_defects,remainder__claim_year,remainder__claim_month,remainder__claim_day,remainder__claim_ratio,remainder__vehicle_old,remainder__weekend_claim,remainder__claim_vehicle_ratio,fraud_reported
-0.9646078854989272,0.9646078854989271,0.8988653954267126,-0.8988653954267126,-0.41096462240124454,-0.407215251771427,2.3915115996146508,-0.4095776728774873,-0.4055441029253076,-0.40191291577308785,-0.4042887744350233,1.9536804932946361,-0.9887245608426936,-0.6516400499673518,-1.0635459858256993,-0.41883338378308593,1.4577603157212649,-0.40957767287748514,-0.39953080864912577,-0.41290304380981596,-0.4042887744350222,-0.4155277093986508,2.460750722370526,-0.40943886835023263,-0.5777995441044099,1.7326286393805614,-0.5774144513108237,-0.5770293585599823,1.2302275216154523,-0.38115014717264584,0.6310531080509586,-0.06864151232199156,-0.3778989971125007,0.6578782008497253,-1.1674262977836047,-0.5177520034346389,-0.5575120376557912,-0.7378832599944436,-1.2276428729118252,1.3608224386539505,0.3678732150476372,0.5378289403955794,0.0682005383841662,-0.019876121972929178,0.5997856917708871,-0.0714719445174666,0.5183175472380815,-0.9834617339387384,0.42709944164088703,-0.4679145666573991,0.020267938475833337,-0.11479504202090661,1.5597249254788266,-0.2853832436910042,0
-0.9646078854989272,0.9646078854989271,0.8988653954267126,-0.8988653954267126,2.433299475163976,-0.407215251771427,-0.418145577952018,-0.4095776728774873,-0.4055441029253076,-0.40191291577308785,-0.4042887744350233,-0.5118544221699962,1.011404024542239,-0.6516400499673518,-1.0635459858256993,-0.41883338378308593,1.4577603157212649,2.441539337274898,-0.39953080864912577,-0.41290304380981596,-0.4042887744350222,-0.4155277093986508,-0.4063800493520394,-0.40943886835023263,1.7307040308417234,-0.577157722821334,-0.5774144513108237,-0.5770293585599823,0.005920444428617288,-0.8981241410119561,0.6310531080509586,-0.13767730107633824,-2.3328863074036614,-1.5200382057170991,0.8565851239591755,-0.5177520034346389,1.7936832435128303,-0.14227908207219653,-1.2276428729118252,-1.3334914242588864,0.2980906967267,0.5429216145693064,1.2597357396564532,1.7591851238726877,0.6379539422529183,0.5022708520665224,0.5183175472380815,1.0168163798248535,1.0081600930747345,0.1963520607183817,0.014244695559139571,-0.11479504202090661,-0.6411386928968259,1.326431898074978,1
-0.9646078854989272,0.9646078854989271,0.8988653954267126,-0.8988653954267126,-0.41096462240124454,-0.407215251771427,2.3915115996146508,-0.4095776728774873,-0.4055441029253076,-0.40191291577308785,-0.4042887744350233,-0.5118544221699962,1.011404024542239,-0.6516400499673518,-1.0635459858256993,-0.41883338378308593,1.4577603157212649,-0.40957767287748514,-0.39953080864912577,2.421876067498102,-0.4042887744350222,-0.4155277093986508,-0.4063800493520394,-0.40943886835023263,-0.5777995441044099,-0.577157722821334,-0.5774144513108237,1.7330140748740723,0.005920444428617288,-1.0704488056250596,0.6310531080509586,0.13846585394104846,2.1018050439451113,0.6578782008497253,0.8565851239591755,-0.5177520034346389,-0.5575120376557912,1.4956324072139828,-1.2276428729118252,0.9117701281684777,-0.019411052084230655,-0.4795369590835397,-0.8737496405773854,-0.019876121972929178,-0.29701690477578235,-0.22991366018582352,-0.488109628020709,-0.9834617339387384,1.589220744508582,0.7499075835315324,-0.5476145832026393,-0.11479504202090661,1.5597249254788266,-0.9260416137787545,0
1.0366906750743532,-1.0366906750743532,0.8988653954267126,-0.8988653954267126,-0.41096462240124454,-0.407215251771427,-0.418145577952018,2.4415393372749112,-0.4055441029253076,-0.40191291577308785,-0.4042887744350233,-0.5118544221699962,-0.9887245608426936,1.534589533055982,-1.0635459858256993,-0.41883338378308593,1.4577603157212649,-0.40957767287748514,-0.39953080864912577,-0.41290304380981596,-0.4042887744350222,2.406578375837712,-0.4063800493520394,-0.40943886835023263,-0.5777995441044099,-0.577157722821334,-0.5774144513108237,1.7330140748740723,0.005920444428617288,0.8251225051190784,0.6310531080509586,1.3120742627649418,1.2605883219743037,-1.5200382057170991,0.8565851239591755,-0.5177520034346389,-0.5575120376557912,1.4956324072139828,-1.2276428729118252,-1.7825437347443593,0.9234735862288511,0.09479939213994806,0.27323241475384163,-0.9094067448957376,-2.41853189193106,0.17772015573060027,0.015103959608686247,1.0168163798248535,-1.3160825126606555,0.9713297926567926,0.9902727721206531,-0.11479504202090661,1.5597249254788266,1.5616513932893106,0
-0.9646078854989272,0.9646078854989271,0.8988653954267126,-0.8988653954267126,-0.41096462240124454,-0.407215251771427,-0.418145577952018,-0.4095776728774873,-0.4055441029253076,-0.40191291577308785,2.473479510771902,-0.5118544221699962,1.011404024542239,-0.6516400499673518,-1.0635459858256993,-0.41883338378308593,1.4577603157212649,-0.40957767287748514,-0.39953080864912577,-0.41290304380981596,-0.4042887744350222,2.406578375837712,-0.4063800493520394,-0.40943886835023263,-0.5777995441044099,1.7326286393805614,-0.5774144513108237,-0.5770293585599823,0.005920444428617288,-0.20882548255954236,0.6310531080509586,0.8978595302388618,-0.29106145439939307,0.6578782008497253,-1.1674262977836047,-0.5177520034346389,-0.5575120376557912,-0.7378832599944436,-1.2276428729118252,0.4627178176830048,0.662283290816921,1.011356853135718,-0.42036768518326223,-0.019876121972929178,-0.346639952967597,0.6070691701425028,-0.9913232156501043,1.0168163798248535,0.7176297673578108,-1.3536034031584403,0.947174943165088,-0.11479504202090661,-0.6411386928968259,0.4608314384688185,0
1.0366906750743532,-1.0366906750743532,0.8988653954267126,-0.8988653954267126,-0.41096462240124454,-0.407215251771427,-0.418145577952018,2.4415393372749112,-0.4055441029253076,-0.40191291577308785,-0.4042887744350233,-0.5118544221699962,1.011404024542239,-0.6516400499673518,-1.0635459858256993,-0.41883338378308593,1.4577603157212649,-0.40957767287748514,-0.39953080864912577,-0.41290304380981596,-0.4042887744350222,-0.4155277093986508,-0.4063800493520394,2.4423670474411088,1.7307040308417234,-0.577157722821334,-0.5774144513108237,-0.5770293585599823,0.005920444428617288,-0.12266315025299064,-1.584652681750914,-0.4138204560937249,-2.3328863074036614,0.6578782008497253,-1.1674262977836047,-0.5177520034346389,1.7936832435128303,1.0191490648761852,0.8145691406394137,-0.4353868032879409,-0.8366107872516574,-2.034246940966933,-0.9608238220815846,1.7591851238726877,-1.2793630661060766,0.26457619480817585,-0.9913232156501043,1.0168163798248535,-0.4444915355098842,1.0820408972194229,-1.0993725563212111,-0.11479504202090661,1.5597249254788266,-1.480707184713839,1
-0.9646078854989272,0.9646078854989271,-1.1125136256083605,1.1125136256083605,-0.41096462240124454,-0.407215251771427,-0.418145577952018,-0.4095776728774873,2.4658230579283753,-0.40191291577308785,-0.4042887744350233,-0.5118544221699962,-0.9887245608426936,1.534589533055982,-1.0635459858256993,-0.41883338378308593,1.4577603157212649,-0.40957767287748514,-0.39953080864912577,-0.41290304380981596,-0.4042887744350222,-0.4155277093986508,2.460750722370526,-0.40943886835023263,-0.5777995441044099,-0.577157722821334,1.7318582826078222,-0.5770293585599823,1.2302275216154523,0.5666355081994231,0.6310531080509586,1.0359311077475553,0.061386466936198036,0.6578782008497253,0.8565851239591755,-0.5177520034346389,-0.5575120376557912,-1.184586393436129,-1.2276428729118252,0.4627178176830048,1.8192299960475407,-1.8746350541651622,0.2907915557229767,1.7591851238726877,-0.7074012423481583,-0.094027861436121,-0.488109628020709,1.0168163798248535,-0.4444915355098842,0.7499075835315324,-1.1238013659617396,-0.11479504202090661,-0.6411386928968259,-1.8452816807428172,0
1.0366906750743532,-1.0366906750743532,0.8988653954267126,-0.8988653954267126,-0.41096462240124454,-0.407215251771427,-0.418145577952018,-0.4095776728774873,2.4658230579283753,-0.40191291577308785,-0.4042887744350233,-0.5118544221699962,-0.9887245608426936,1.534589533055982,-1.0635459858256993,-0.41883338378308593,1.4577603157212649,2.441539337274898,-0.39953080864912577,-0.41290304380981596,-0.4042887744350222,-0.4155277093986508,-0.4063800493520394,-0.40943886835023263,-0.5777995441044099,-0.577157722821334,-0.5774144513108237,1.7330140748740723,1.2302275216154523,-0.12266315025299064,0.6310531080509586,-0.4138204560937249,1.947202576705885,0.6578782008497253,-1.1674262977836047,0.5289221123912601,-0.5575120376557912,0.8106876026033987,0.8145691406394137,-1.3334914242588864,-0.21779757374100428,0.6471390941807389,1.8041240399188752,-0.019876121972929178,-0.7772538955519673,0.5847886790758466,-0.9913232156501043,-0.9834617339387384,0.42709944164088703,1.6355964200325734,0.6665732069652172,-0.11479504202090661,-0.6411386928968259,1.4097382780197627,0
1.0366906750743532,-1.0366906750743532,0.8988653954267126,-0.8988653954267126,2.433299475163976,-0.407215251771427,-0.418145577952018,-0.4095776728774873,-0.4055441029253076,-0.40191291577308785,-0.4042887744350233,-0.5118544221699962,-0.9887245608426936,1.534589533055982,-1.0635459858256993,-0.41883338378308593,1.4577603157212649,-0.40957767287748514,-0.39953080864912577,-0.41290304380981596,-0.4042887744350222,-0.4155277093986508,2.460750722370526,-0.40943886835023263,1.7307040308417234,-0.577157722821334,-0.5774144513108237,-0.5770293585599823,0.005920444428617288,-1.1566111379316113,0.6310531080509586,0.3455732202040885,-2.3328863074036614,0.6578782008497253,0.8565851239591755,-0.5177520034346389,-0.5575120376557912,0.33420426026560107,-1.2276428729118252,0.9117701281684777,0.6310591130360226,-0.4545915763705513,-0.4595895553257626,-0.019876121972929178,-1.2090349307331825,-0.742560881774721,-0.488109628020709,1.0168163798248535,0.7176297673578108,1.192752001782053,-0.27876797027089456,-0.11479504202090661,-0.6411386928968259,-0.9061091069315848,1
1.0366906750743532,-1.0366906750743532,0.8988653954267126,-0.8988653954267126,-0.41096462240124454,2.455703698841994,-0.418145577952018,-0.4095776728774873,-0.4055441029253076,-0.40191291577308785,-0.4042887744350233,-0.5118544221699962,1.011404024542239,-0.6516400499673518,-1.0635459858256993,-0.41883338378308593,1.4577603157212649,-0.40957767287748514,2.5029358896777154,-0.41290304380981596,-0.4042887744350222,-0.4155277093986508,-0.4063800493520394,-0.40943886835023263,-0.5777995441044099,-0.577157722821334,1.7318582826078222,-0.5770293585599823,1.2302275216154523,0.4804731758928714,-1.584652681750914,-1.1732141323915384,0.021483385568029187,0.6578782008497253,-1.1674262977836047,-0.5177520034346389,-0.5575120376557912,-0.94634472226723,0.8145691406394137,2.258927059624896,0.2828296052093153,0.9725618967952172,-0.33412198578645963,1.7591851238726877,-0.48673429024082987,0.2850909718407292,0.5183175472380815,-0.9834617339387384,0.13656911592396329,0.8606186880941625,0.964469164231083,-0.11479504202090661,-0.6411386928968259,-0.23158794293142704,0
